original_index,agentRate,wizardSuccess,intent,absent_n,composite,text,ville_depart,ville_destination,date_depart,date_retour,budget
1960,4.0,True,book,4,a_definir_apres_selection,Hi! I'd really like to try and book a trip for me and 3 of my friends for spring break.  I have a budget of $2100.,,,,,$2100
1962,4.0,True,,4,a_definir_apres_selection,Caprica,Caprica,,,,
1964,4.0,True,,3,a_definir_apres_selection,August 16th and August 19th,,,August 16th,August 19th,
1967,5.0,True,book,1,a_definir_apres_selection,"Hey, I'm looking to book my honeymoon from Houston to Santo Domingo for a week on August 26th. My budget is 1500.",Houston,Santo Domingo,August 26th,,1500
1971,5.0,True,,4,a_definir_apres_selection,No I already spent too much on the wedding so my budget is fixed.,,,,,fixed
1975,5.0,True,book,5,a_definir_apres_selection,Great! Let's book it!,,,,,
1978,4.0,True,book,4,a_definir_apres_selection,"Hey man, I'm like the best Pokémon hunter in the WORLD and I'm only missing one and I need to get to Punta Cana cause rumour like has it he's at one of those places but you know rumours are only rumours so I'm not in a total hurry but I want to see how much it will cost me to get go there, can you give me some pricing",,Punta Cana,,,
1980,4.0,True,,3,a_definir_apres_selection,I would be leaving from Fukuoka to Punta Cana.,Fukuoka,Punta Cana,,,
1984,4.0,True,,3,a_definir_apres_selection,Kinda I can also leave on September 2nd. I only have 4200 so let's try and keep it on the cheap,,,September 2nd,,4200
1986,4.0,True,,4,a_definir_apres_selection,Is that leaving on Sept 2nd? Can you give me the prices and hotel ratings?,,,Sept 2nd,,
1988,4.0,True,,2,a_definir_apres_selection,August 24th work for me! How about flights package to Columbus leaving from Fukuoka on the same date what do you have,Fukuoka,Columbus,August 24th,,
1992,4.0,True,,5,a_definir_apres_selection,so same do any include breakfast,,,,,
1996,5.0,True,book,4,a_definir_apres_selection,"helllloooo, couple of lovebirds here looking to get away to Burlington for our honeymoon :heart_eyes::smiley_cat::two_women_holding_hands:",,Burlington,,,
2006,5.0,True,book,5,a_definir_apres_selection,"wow, ok.. let's book that then, assuming the hotel is nice?",,,,,
2008,5.0,True,book,5,a_definir_apres_selection,"ok, that's good enough. let's book it :smile:",,,,,
2011,5.0,True,book,3,a_definir_apres_selection,I'm looking to book a trip from Hamburg starting August 15th. I have a 14 day vacation. What packages can you recommend?,Hamburg,,August 15th,,
2013,5.0,True,,4,a_definir_apres_selection,Hamburg,Hamburg,,,,
2027,5.0,True,,3,a_definir_apres_selection,Is there a trip to Denver that leaves on the 15th?,,Denver,15th,,
2034,5.0,False,,2,a_definir_apres_selection,hi my wife and i wanna bring our 7 little lads n lassies to kochi leaving from san diego  we can spend 28500 ,san diego,kochi,,,28500
2038,5.0,False,book,5,a_definir_apres_selection,glowing like my wife who is pregnant with our 8 child! ok... i will book it.,,,,,
2041,5.0,True,,3,a_definir_apres_selection,hi i need to get to mexico please find me a flight from punta cana,punta cana,mexico,,,
2046,4.0,True,,2,a_definir_apres_selection,I'm looking to book a trip to Fukuoka from Mannheim leaving on August 27th for my honeymoon.,Mannheim,Fukuoka,August 27th,,
2048,4.0,True,,3,a_definir_apres_selection,I don't have a return date but my budget is $4700.,,,,-1,$4700
2050,4.0,True,,2,a_definir_apres_selection,Are there any availabilities for trips to Kyoto leaving from Mannheim on August 27th?,Mannheim,Kyoto,August 27th,,
2052,4.0,True,,4,a_definir_apres_selection,Maybe. Is there anything to Kyoto?,,Kyoto,,,
2056,4.0,True,book,5,a_definir_apres_selection,"Yes, that'll work. I'd like to book this one.",,,,,
2059,5.0,True,book,3,a_definir_apres_selection,"Good afternoon my name is Carolina and I want to book a trip. Can you please tell me what specials you have at the moment leaving on August 25  and going to Guadalajara, I want to go visit my family.",,Guadalajara,August 25,,
2061,5.0,True,,4,a_definir_apres_selection,I am so sorry my English is not very good I meant I live in Guadalajara my family will join me at my destination if you have good packages,Guadalajara,,,,
2063,5.0,True,,4,a_definir_apres_selection,no you tell me good packages and I tell my family to meet me there. I have 6 days vacation. You give me suggestion.,,-1,,,
2065,5.0,True,,3,a_definir_apres_selection,"just me from Guadalajara, I meet my family there, they go from other place. As long as I leave August 25.",Guadalajara,,August 25,,
2067,5.0,True,,5,a_definir_apres_selection,"I only have 6 days, any 6 days suggestion",,,,,
2075,5.0,True,,3,a_definir_apres_selection,hey what's available from mtl to mexico city?,mtl,mexico city,,,
2077,5.0,True,,3,a_definir_apres_selection,i wanna leave the 18th if i can.. i could leave from philadelphia instead. anything ?,philadelphia,,18th,,
2081,5.0,True,,3,a_definir_apres_selection,that sounds like an option.. anything from montreal to santos though before i book for sure?,montreal,santos,,,
2087,5.0,True,book,1,a_definir_apres_selection,Hi. I'd like to book a trip from Nagoya to Phoenix from August 15th to August 29th.,Nagoya,Phoenix,August 15th,August 29th,
2089,5.0,True,,5,a_definir_apres_selection,1,,,,,
2091,5.0,True,,4,a_definir_apres_selection,nope,,,,,-1
2093,5.0,True,,4,a_definir_apres_selection,How about San Francisco?,,San Francisco,,,
2095,5.0,True,,4,a_definir_apres_selection,Is there anything available to Atlanta?,,Atlanta,,,
2097,5.0,True,,4,a_definir_apres_selection,maybe. Do you have any information for Busan?,,Busan,,,
2103,4.0,True,book,4,a_definir_apres_selection,HEY IM TRYING TO GO ON SPRIIIIING BREEEAAAAKKKK. SAN FRANCISCO IS POPPIN RIGHT? LETS GO THERE,,SAN FRANCISCO,,,
2105,4.0,True,,3,a_definir_apres_selection,WE NEED TO LEAVE FROM HOGSMEADE. AND I HAVE TO BE BACK BY AUGUST 19,HOGSMEADE,,,AUGUST 19,
2107,4.0,True,,4,a_definir_apres_selection,OK DENVER THEN,,DENVER,,,
2112,4.0,True,book,1,a_definir_apres_selection,Good morning! I will be travelling with a colleague for business and we are thinking of tacking on a short vacation after. Do you have any flights going from Punta Cana to Cairo sometime between 26 August and 9 September?,Punta Cana,Cairo,26 August,9 September,
2114,4.0,True,,2,a_definir_apres_selection,"It's not necessarily about money, more about what suits our schedule. If you cannot find anything from Punta Cana to Cairo, we can look at other options.",Punta Cana,Cairo,,,-1
2116,4.0,True,,4,a_definir_apres_selection,We can also leave from SF. slightly but not much,SF,,,,
2126,4.0,True,,3,a_definir_apres_selection,for August 30 to September 8,,,August 30,September 8,
2129,5.0,True,book,1,a_definir_apres_selection,I'm looking to book a trip to Chicago from Brasilia. I booked work off from August 27th to September 10th and im looking for a 7 day trip,Brasilia,Chicago,August 27th,September 10th,
2131,5.0,True,,4,a_definir_apres_selection,No I do not,,,,,-1
2133,5.0,True,,5,a_definir_apres_selection,I would really like a 7 day stay if possible.,,,,,
2135,5.0,True,,4,a_definir_apres_selection,Ulsan.,,Ulsan,,,
2141,5.0,True,book,5,a_definir_apres_selection,Perfect! Let's book that one,,,,,
2144,5.0,True,book,3,a_definir_apres_selection,i want ot travel to melbourne. i will leave from kyoto,kyoto,melbourne,,,
2146,5.0,True,,4,a_definir_apres_selection,i can leave from berlin,berlin,,,,
2148,5.0,True,,4,a_definir_apres_selection,ok well i would go to Caprica as well,,Caprica,,,
2152,5.0,True,,3,a_definir_apres_selection,I want to try to travel between august 15 and august 18,,,august 15,august 18,
2156,5.0,True,book,5,a_definir_apres_selection,lets book it,,,,,
2159,5.0,True,book,2,a_definir_apres_selection,"Hi I wanna take a 12 day trip from Hiroshima to Phoenix, leaving on August 27th.",Hiroshima,Phoenix,August 27th,,
2161,5.0,True,,5,a_definir_apres_selection,"No, I don't like other people.",,,,,
2163,5.0,True,,4,a_definir_apres_selection,"No, I'm rich.",,,,,-1
2165,5.0,True,,3,a_definir_apres_selection,Possibly. Is there anything from Hiroshima to Baltimore?,Hiroshima,Baltimore,,,
2171,5.0,True,book,5,a_definir_apres_selection,Great! I'll take it,,,,,
2174,5.0,False,,2,a_definir_apres_selection,"Hi, I live in Diagon Alley and we need to go to Las Vegas in August for a graffiti convention its gonna be so chill cant wait",Diagon Alley,Las Vegas,August,,
2176,5.0,False,,3,a_definir_apres_selection,we're gonna be 4 we can also leave from Dublin  we gotta leave on August 17 or we will miss the convention :flushed:,Dublin,,August 17,,
2178,5.0,False,,4,a_definir_apres_selection,how bout indianapolis i'll just go on my own then,,indianapolis,,,
2182,5.0,False,,3,a_definir_apres_selection,there's no rush I'm an artist I can hang out there for a while but I do have a  allowance of $3600 what can you do for me please make sure I have a free breakfast,,,,-1,$3600
2186,5.0,True,book,2,a_definir_apres_selection,"need a vacay
i only got 3 days off work tho august 27-31
i wanna go to Kobe whats available?",,Kobe,august 27,31,
2188,5.0,True,,4,a_definir_apres_selection,im leaving from brasilia,brasilia,,,,
2194,5.0,True,book,5,a_definir_apres_selection,ok well that will be the only one to work for me right now. lets book it,,,,,
2197,5.0,False,book,2,a_definir_apres_selection,looking to go from mos eisley to kyoto on august 27,mos eisley,kyoto,august 27,,
2199,5.0,False,,4,a_definir_apres_selection,ok lets leave from sacramento,sacramento,,,,
2205,5.0,True,book,2,a_definir_apres_selection,I need to book a flight to find my last Pokemon. I would need to leave from Montreal and go to Hiroshima. I will also need to leave on August 19th. Im with 4 other adults as well.,Montreal,Hiroshima,August 19th,,
2207,5.0,True,,4,a_definir_apres_selection,"Yes, $16600.",,,,,$16600
2209,5.0,True,,4,a_definir_apres_selection,"Look, just tell me, is there anything for Curitiba?",,Curitiba,,,
2214,4.0,True,book,3,a_definir_apres_selection,I want to take a trip from Diagon Alley to Naples.,Diagon Alley,Naples,,,
2220,5.0,True,book,4,a_definir_apres_selection,I want to go to Tijuana.,,Tijuana,,,
2222,5.0,True,,4,a_definir_apres_selection,I would leave from Belem,Belem,,,,
2224,5.0,True,,4,a_definir_apres_selection,Tijuana,,Tijuana,,,
2226,5.0,True,,3,a_definir_apres_selection,Between August 25th and September 8th. my dates are flexible,,,August 25th,September 8th,
2228,5.0,True,,4,a_definir_apres_selection,No.,,,,,-1
2230,5.0,True,,3,a_definir_apres_selection,okay. Is there anything from Rio de Janeiro to Tijuana?,Rio de Janeiro,Tijuana,,,
2232,5.0,True,,3,a_definir_apres_selection,Are there any trips from Belem to New York?,Belem,New York,,,
2234,5.0,True,,3,a_definir_apres_selection,Is there anything from Rio de Janeiro to New York?,Rio de Janeiro,New York,,,
2238,5.0,True,book,5,a_definir_apres_selection,That sounds good to me. I'm ready to book that one.,,,,,
2242,5.0,True,book,4,a_definir_apres_selection,Hi I live in Seattle and I really have to get out of this seedy town for a while,Seattle,,,,
2244,5.0,True,,2,a_definir_apres_selection,Yes I will be travelling alone! Anywhere you have available sometime between August 17 and August 29 for no more than 2200.00.,,,August 17,August 29,2200.00
2246,5.0,True,,4,a_definir_apres_selection,I only start work on Monday Sept 5th so I would have to be back by Sunday at the very latest!,,,,Sunday,
2248,5.0,True,,4,a_definir_apres_selection,"Anywhere within my budget that gets me out of here! Do you have anything in Canada? I like Canada, they are real nice up there.",,Canada,,,
2254,5.0,True,book,5,a_definir_apres_selection,"That's $300 less than I budgeted, sound like a great getaway, do I need to book that now?",,,,,
2255,5.0,True,book,2,a_definir_apres_selection,"hello hello i am travelling with my 9 sisters and my child to our family reunion in Corsucant next month! we will spend 1800 max, what can you do?",,Corsucant,next month,,1800
2258,5.0,True,book,2,a_definir_apres_selection,hey im looking to check out fortaleza. im leaving from sapporo on august 27,sapporo,fortaleza,august 27,,
2262,5.0,True,,3,a_definir_apres_selection,"i would like to travel until september 7, or closer to that date. is there anything available is frankfurt for that window?",,frankfurt,,september 7,
2264,5.0,True,,4,a_definir_apres_selection,what about in ulsan?,,ulsan,,,
2266,5.0,True,,4,a_definir_apres_selection,ok. one last destination I am wondering about. Curitiba - what've you got there?,,Curitiba,,,
2275,5.0,True,book,3,a_definir_apres_selection,Hi I would like to book a vacation from August 27th to August 30th,,,August 27th,August 30th,
2277,5.0,True,,4,a_definir_apres_selection,Barcelona.,,Barcelona,,,
2279,5.0,True,,4,a_definir_apres_selection,London.,London,,,,
2281,5.0,True,,4,a_definir_apres_selection,No budget.,,,,,-1
2283,5.0,True,,3,a_definir_apres_selection,Could you check a trip from London to Ulsan? I'd like to see all my options.,London,Ulsan,,,
2285,5.0,True,,1,a_definir_apres_selection,"My dates aren't flexible and i can only go from the 27th to the 30th. If there are no results, could you check a trip from London to Fukuoka?",London,Fukuoka,27th,30th,
2290,5.0,True,book,4,a_definir_apres_selection,I am looking for a honeymoon package to Manaus. I heard it is the perfect honeymooners paradise. The wedding cost us an arm and a leg so I really need something reasonable.,,Manaus,,,
2294,5.0,True,,4,a_definir_apres_selection,We would like to leave on the 18th of August! We need to book this quick cause my boss is in the other room and if he catches me on the phone he'll have a fit.,,,18th of August,,
2296,5.0,True,,3,a_definir_apres_selection,"No there's no way this wedding has already cost me a fortune I don't even know why we got married, we already had the damn kids. How about Leon on the 18th?",,Leon,18th,,
2300,5.0,True,book,2,a_definir_apres_selection,"im married now boi. takin my new spouse 2 mexico city
10 days
lets keep it 1500 max
cool?
leaving from detroit
do your thang",detroit,mexico city,,,1500
2304,5.0,True,,4,a_definir_apres_selection,toronto perhaps,,toronto,,,
2310,5.0,True,book,5,a_definir_apres_selection,"sweet! yes, lets book it",,,,,
2313,5.0,True,book,1,a_definir_apres_selection,I'm looking to go on a trip but i'm not sure where. Can I get information for a trip from Toluca to Paris From August 25th to September 9th?,Toluca,Paris,August 25th,September 9th,
2315,5.0,True,,4,a_definir_apres_selection,no,,,,,-1
2317,5.0,True,,3,a_definir_apres_selection,How about a trip from Toluca to Curitiba?,Toluca,Curitiba,,,
2321,5.0,True,,3,a_definir_apres_selection,"hmmm. I don't know. Could you check one more, from Toluca to Hiroshima?",Toluca,Hiroshima,,,
2325,5.0,True,book,5,a_definir_apres_selection,That sounds great! I'll take it!,,,,,
2326,3.0,True,book,3,a_definir_apres_selection,Hello!!!!! We are planning a family trip with my brother and his kids and we are thinking Gotham City would be super cool for the kids. Do you have any packages for less than $3200?,,Gotham City,,,$3200
2328,3.0,True,,3,a_definir_apres_selection,We all live in Termina. Anywhere else fun we could take the kids? Do you have anything to Disneyland? We are 5 adults and 11 kids.,Termina,Disneyland,,,
2332,3.0,True,,3,a_definir_apres_selection,"Not really. What if I increase my budget to $4200.00, can you offer us anything from Termina then?",Termina,,,,$4200.00
2337,5.0,True,book,5,a_definir_apres_selection,I'm tryina go to on spring break w the squad can u help me out,,,,,
2339,5.0,True,,4,a_definir_apres_selection,well we are thinking las vegas sounds like a really nice place to spend spring break.,,las vegas,,,
2341,5.0,True,,4,a_definir_apres_selection,me and 3 homies. leaving baltimore,baltimore,,,,
2343,5.0,True,,3,a_definir_apres_selection,yasssss. we are off aug 27-sept 5,,,aug 27,sept 5,
2345,5.0,True,,4,a_definir_apres_selection,trying to keep it under 2900 $$,,,,,2900 $
2355,5.0,True,,5,a_definir_apres_selection,"well we got 3.5 star, breakfast and wifi .. whats the hotel called?",,,,,
2357,5.0,True,,5,a_definir_apres_selection,oh sweet i've heard of that place. what are the dates ?,,,,,
2359,5.0,True,book,5,a_definir_apres_selection,thats perfect! ok - lets book it for 4 adults,,,,,
2362,5.0,True,book,4,a_definir_apres_selection,"Hey, what deals can you offer me on trips to curitiba?",,curitiba,,,
2364,5.0,True,,4,a_definir_apres_selection,I will be leaving from columbus,columbus,,,,
2368,5.0,True,,4,a_definir_apres_selection,"Nope, just get me outta here",,,,,-1
2370,5.0,True,,3,a_definir_apres_selection,It has to be between August 18 and September 8,,,August 18,September 8,
2372,5.0,True,,4,a_definir_apres_selection,If that doesn't work I guess I could go to Las Vegas,,Las Vegas,,,
2374,5.0,True,,4,a_definir_apres_selection,"Hmmm, those are the only days I can get off work. See where else you can send me in that time frame",,-1,,,
2378,4.0,True,book,3,a_definir_apres_selection,I need to get to Atlanta pronto. I have to leave on August 25th.,,Atlanta,August 25th,,
2380,4.0,True,,3,a_definir_apres_selection,"I am leaving from London. I want your absolute  best hotel in Atlanta, whichever one is known for having celebrities stay there.",London,Atlanta,,,
2387,5.0,True,book,4,a_definir_apres_selection,"Hey look, I got to get to Lima. I need to trap a pokemon ",,Lima,,,
2389,5.0,True,,4,a_definir_apres_selection,I’m leaving from Chicago! ,Chicago,,,,
2391,5.0,True,,3,a_definir_apres_selection,"We need to leave on Saturday August 27! Unfortunately, all I've got is 3000 dollars. I also shouldmention that we're two adults",,,Saturday August 27,,3000
2393,5.0,True,,4,a_definir_apres_selection,As long as I need to! I can return whenever I feel like,,,,-1,
2395,5.0,True,,4,a_definir_apres_selection,"Guess what, I want to go to Pun Cana now. What would that cost me?",,Pun Cana,,,
2399,5.0,True,,5,a_definir_apres_selection,When do we leave?!,,,,,
2401,5.0,True,,4,a_definir_apres_selection,"I was also thinking, what about leaving August 17?",,,August 17,,
2405,5.0,True,book,5,a_definir_apres_selection,Ok… LET’S BOOK IT!,,,,,
2408,5.0,True,book,4,a_definir_apres_selection,"I need to get away from work, how about Paris?",,Paris,,,
2410,5.0,True,,4,a_definir_apres_selection,I'm in naples,naples,,,,
2412,5.0,True,,5,a_definir_apres_selection,Just me this time,,,,,
2414,5.0,True,,4,a_definir_apres_selection,I'll spend whatever I need to,,,,,-1
2416,5.0,True,,3,a_definir_apres_selection,It's gotta be between August 27 and September 9,,,August 27,September 9,
2418,5.0,True,,5,a_definir_apres_selection,"No, my boss wouldn't have it",,,,,
2420,5.0,True,,4,a_definir_apres_selection,"Hmm, what can you offer me in Cleveland?",,Cleveland,,,
2429,5.0,True,book,4,a_definir_apres_selection,"i need to get away from my life i need your help in finding a place to go to in Belem, preferably with very few people around something simple but at the same time very luxurious  with a private villa and a spa where my best friend and I can just relax in our private beach oh and we need a chef to cook us vegan meals",,Belem,,,
2433,5.0,True,,4,a_definir_apres_selection,"we will leave from  Hiroshima i think, i never know what city i'm in, yes Hiroshima",Hiroshima,,,,
2437,5.0,True,,4,a_definir_apres_selection,OMG! that is so awesome just want to make sure we are leaving from Hiroshima,Hiroshima,,,,
2439,5.0,True,book,5,a_definir_apres_selection,yes please go ahead and make sure to keep it confidential we do not want to be bothered,,,,,
2441,5.0,True,book,4,a_definir_apres_selection,ayoooo. spring break buddy. I wanna go somewhere nice and cold for spring break :smile: Toronto maybe?,,Toronto,,,
2443,5.0,True,,4,a_definir_apres_selection,We are leaving from Hogsmeade. It is a terrible place and we wanna get awayyyyy,Hogsmeade,,,,
2445,5.0,True,,5,a_definir_apres_selection,"Me, Ron, Harry, and Hagrid. 4 of us",,,,,
2447,5.0,True,,3,a_definir_apres_selection,I don't wanna go to Kyoto... how about Nagoya to Toronto???,Nagoya,Toronto,,,
2449,5.0,True,,3,a_definir_apres_selection,that's like 11 grand oh my god!! I need to spend like... 1900 or 2900 MAX. Is there anything cheaper to Paris?,,Paris,,,2900
2459,5.0,True,,5,a_definir_apres_selection,Wow sweet! That's for the 4 of us?,,,,,
2461,5.0,True,book,5,a_definir_apres_selection,Great. ok let's book it,,,,,
2464,5.0,True,book,4,a_definir_apres_selection,"Hi there… I need to get some overseas inspiration for my new novel… I’ve got a bit of writers block here in Ciudad Juarez, too much going on",Ciudad Juarez,,,,
2466,5.0,True,,4,a_definir_apres_selection,I was thinking about Manaus. I’m looking to spend a good week away,,Manaus,,,
2468,5.0,True,,4,a_definir_apres_selection,"Not really…but I’m on a budget (of course - being a writer and what not). 4500 is what I’ve got to spend. Also, my wife and son will be accompanying me",,,,,4500
2479,5.0,True,book,5,a_definir_apres_selection,Biebs here. I wanna book a vacation asap.,,,,,
2481,5.0,True,,4,a_definir_apres_selection,"Mah closest friend, Madonna and I want to go to St. Louis. What can you offer. I only want the best, if not I'm going elsewhere.",,St. Louis,,,
2483,5.0,True,,4,a_definir_apres_selection,"Well, I'm THE Biebs, so you should know where I'm leaving from. But I'll tell you anyways. We leave from Santiago.",Santiago,,,,
2485,5.0,True,,3,a_definir_apres_selection,"Good man. Doesn't matter when we leave, but I gotta be back by August 28th. I've got a gig on the 29th.",,,-1,August 28th,
2489,5.0,True,,4,a_definir_apres_selection,Nothing but the best. Let's take a look at Santo Domingo first (Madonna likes the heat).,,Santo Domingo,,,
2493,5.0,True,,5,a_definir_apres_selection,When does it return?,,,,,
2495,5.0,True,,4,a_definir_apres_selection,What if I left from Tampa?,Tampa,,,,
2500,5.0,True,book,1,a_definir_apres_selection,"So Hey, I'm an intern- it's pretty fantastic/exciting. So anyways I need to go to Monterrey between August 27 and September 15. What do you have leaving from Stuttgart?",Stuttgart,Monterrey,August 27,September 15,
2502,5.0,True,,5,a_definir_apres_selection,"All alone, and for the first time! If I wasn't so excited, I would be really nervous.",,,,,
2504,5.0,True,,4,a_definir_apres_selection,"My dates are kinda flexible, but I absolute cannot go over a budget of 3100 dollars.",,,,,3100 dollars
2506,5.0,True,,4,a_definir_apres_selection,"Hmmm it's a little bit too expensive... they have another location in Kingston, can we see what's available there?",,Kingston,,,
2508,5.0,True,,5,a_definir_apres_selection,Hmmm well this is the first time I book any kind of vacation... Can you tell me what amenities are usually offered?,,,,,
2515,4.0,True,book,5,a_definir_apres_selection,i'm going abroad to check out my options for my internship,,,,,
2517,4.0,True,,2,a_definir_apres_selection,what can you book me from Cancun to Naples under 1200? (they aren't paying me so that is a TIGHT budget),Cancun,Naples,,,1200
2519,4.0,True,,4,a_definir_apres_selection,its still over my budget so no I dont care. what about to Cordoba?,,Cordoba,,,
2521,4.0,True,,3,a_definir_apres_selection,ummmm no im leaving the 27th. last chance: get me something to Boston,,Boston,27th,,
2523,5.0,True,book,3,a_definir_apres_selection,"i need out of this tacky country :unamused:
maybe Kyoto? i just finished performing in san antonio and i want out of here",san antonio,Kyoto,,,
2525,5.0,True,,4,a_definir_apres_selection,thats cute. of course not,,,,,-1
2527,5.0,True,,4,a_definir_apres_selection,on september 1st,,,,september 1st,
2529,5.0,True,,4,a_definir_apres_selection,3 stars? I would like 5…. what if we went to san jose instead?,,san jose,,,
2531,5.0,True,,4,a_definir_apres_selection,can you find me a 5 star if i leave from Porto,Porto,,,,
2533,5.0,True,,3,a_definir_apres_selection,and from porto to kyoto… still nothing?,porto,kyoto,,,
2539,5.0,True,book,5,a_definir_apres_selection,"alright, i suppose ill have to book that then",,,,,
2542,5.0,True,book,2,a_definir_apres_selection,"hello
i need to book a couple things for work that are coming up
lets see.... im gonna be in leon on the 27th of august and i believe ill need to go to Ulsan from there whats available",leon,Ulsan,27th of august,,
2544,5.0,True,,4,a_definir_apres_selection,leon,leon,,,,
2546,5.0,True,,5,a_definir_apres_selection,and returning when?,,,,,
2548,5.0,True,,5,a_definir_apres_selection,that is fine.can i book it for my 6 colleagues as well,,,,,
2550,5.0,True,,3,a_definir_apres_selection,would it be any cheaper if we left from Belo Horizonte instead,Belo Horizonte,,,,cheaper
2555,5.0,True,book,4,a_definir_apres_selection,"Bonjour! I make ze pastry for a living. I need to travel to Ulsan, a buddy of a buddy of an aunt's 3rd husband has ze most extrodinary recipe that I must get.",,Ulsan,,,
2557,5.0,True,,4,a_definir_apres_selection,I leave from Lima! But I hear my aunt's 3rd husband's buddy's buddy does not like to share... So I bring 7 burly men with me and my 5 children.,Lima,,,,
2559,5.0,True,,4,a_definir_apres_selection,"I hadn't really thought about that... It really is of the utmost importance to me, so I can leave anytime.",,,-1,,
2561,5.0,True,,4,a_definir_apres_selection,I sold my great great great great grandmother's butter recipe on kiji for 43500 dollars to pay for this trip. It vas very good butter.,,,,,43500 dollars
2563,5.0,True,,5,a_definir_apres_selection,"For me, food is the most important. Above all else, I need free breakfast.The stars are secondary",,,,,
2565,5.0,True,,5,a_definir_apres_selection,Sacre bleu! Ok what is available then?,,,,,
2567,5.0,True,,5,a_definir_apres_selection,Oh I see! Yes 5 is good then,,,,,
2569,5.0,True,,5,a_definir_apres_selection,"Wow, this is very nice. Are there any options with business class flights?",,,,,
2576,5.0,True,book,3,a_definir_apres_selection,my wife and i wanna bring our 10 kids to toluca. but we’re on a tight budget of 2300,,toluca,,,2300
2578,5.0,True,,4,a_definir_apres_selection,diagon alley,diagon alley,,,,
2580,5.0,True,,3,a_definir_apres_selection,not particularly,,,-1,-1,
2582,5.0,True,,4,a_definir_apres_selection,"no, as long as its 2300. we can go for however long we need",,,,,2300
2584,5.0,True,,4,a_definir_apres_selection,toluca is where we all want to go...but we could leave from somewhere else i suppose,-1,,,,
2586,5.0,True,,4,a_definir_apres_selection,anything for 3300?,,,,,3300
2590,5.0,True,book,4,a_definir_apres_selection,i need to get to toronto.. there is apparently someone of interest to me there,,toronto,,,
2592,5.0,True,,3,a_definir_apres_selection,i have to bring my lawyer with me to toronto from kobe,kobe,toronto,,,
2598,5.0,True,book,5,a_definir_apres_selection,"that sounds quite suitable. ok, let's book it",,,,,
2602,4.0,True,book,4,a_definir_apres_selection,im tryina get to hamburg,,hamburg,,,
2604,4.0,True,,4,a_definir_apres_selection,im gonna bring 5 lawyers with me and 5 kids. leaving from chicago,chicago,,,,
2606,4.0,True,,4,a_definir_apres_selection,31500,,,,,31500
2608,4.0,True,,3,a_definir_apres_selection,meh nah,,,-1,-1,
2610,4.0,True,book,3,a_definir_apres_selection,I wanna see tokyo maybe. i wanna check out the city for a week starting august 24,,tokyo,august 24,,
2612,4.0,True,,4,a_definir_apres_selection,no. what about in Fukuoka,,Fukuoka,,,
2616,4.0,True,,5,a_definir_apres_selection,how much?,,,,,
2618,4.0,True,,4,a_definir_apres_selection,no jesus slow your roll. what about if i went to tijuana,,tijuana,,,
2628,5.0,True,book,4,a_definir_apres_selection,Madonna and Will Smith are on a trip to Houston. A picture of them is worth millions. I need to go to Houston.,,Houston,,,
2630,5.0,True,,3,a_definir_apres_selection,"Ciudad Juarez, and I'm on a strict budget of 2800 USD.",Ciudad Juarez,,,,2800 USD
2634,5.0,True,,4,a_definir_apres_selection,I need to leave on August 17th. So I'm already late.,,,August 17th,,
2636,5.0,True,,5,a_definir_apres_selection,As long as my budget will carry me for.,,,,,
2638,5.0,True,,4,a_definir_apres_selection,But I NEED to go there! What if I increased by budget to 3800 dollars?,,,,,3800
2641,5.0,True,book,4,a_definir_apres_selection,Hi there! I have a couple interviews coming up. Do you have anything to Kyoto?,,Kyoto,,,
2643,5.0,True,,2,a_definir_apres_selection,"I'll be leaving from Santos, and ideally I'd like to be there between August 27 and 30.",Santos,,August 27,30,
2649,5.0,True,,4,a_definir_apres_selection,What if I went to Porto Alegre instead?,,Porto Alegre,,,
2660,5.0,True,book,2,a_definir_apres_selection,i got a week off from august 27-september 3. i think i wanna take a ski trip to miami,,miami,august 27,september 3,
2662,5.0,True,,4,a_definir_apres_selection,pho,pho,,,,
2664,5.0,True,,4,a_definir_apres_selection,no budget,,,,,-1
2668,5.0,True,book,5,a_definir_apres_selection,"yeah i like it! please book, thank you",,,,,
2671,5.0,True,book,4,a_definir_apres_selection,hiiiii there. I have an interview in Burlington!!!! Can you get me there?,,Burlington,,,
2673,5.0,True,,2,a_definir_apres_selection,From Salvador and I'd like to be there between August 19 and September 5th.,Salvador,,August 19,September 5th,
2677,5.0,True,,4,a_definir_apres_selection,Oh my. What about Rome?,,Rome,,,
2679,5.0,True,,3,a_definir_apres_selection,I'd like to fly to Rome from Salvador,Salvador,Rome,,,
2683,5.0,True,book,2,a_definir_apres_selection,whats available in atlanta starting august 30th? we're leaving from north vancouver,north vancouver,atlanta,august 30th,,
2685,5.0,True,,4,a_definir_apres_selection,2700 is all we have left over after wedding expenses,,,,,2700
2689,5.0,True,,4,a_definir_apres_selection,no i wanna go the 30th,,,30th,,
2691,5.0,True,,3,a_definir_apres_selection,anything available from north vancouver to montreal? we would love to fly from north vancouver to montreal because it sounds like such a logical and reasonable thing to do for our honeymoon :hugging_face:,north vancouver,montreal,,,
2695,5.0,True,,1,a_definir_apres_selection,ok send me literally anywhere from north vancouver on august 30th for under 2700,north vancouver,-1,august 30th,,2700
2699,5.0,True,book,5,a_definir_apres_selection,ok book it,,,,,
